epoch,lr,train_loss,train_positives,train_objectness,train_box,train_class,val_loss,val_positives,val_objectness,val_box,val_class
1,0.00015000000000000001,2.3228231943249704,7.1025,0.0028318464159965517,0.0564320769906044,2.0378339757323265,2.043670215845108,7.182,0.0026502964496612547,0.06065447998046875,1.7377426795959472
2,5.000000000000003e-05,1.8011208214461802,7.10225,0.0022253355085849764,0.04644035840034485,1.5666923687160015,1.754825935602188,7.182,0.0025805842876434324,0.05342106437683106,1.485137367248535
3,0.0,1.4396759547293185,7.10175,0.0022128860354423525,0.039388788461685184,1.2405171981155871,1.8069726140499116,7.182,0.003917041897773743,0.06706878757476807,1.467715040743351
